1,1051680534,312201828
2,1263796714,124267672
3,1407724179,76707082
4,2121963193,176745266
5,2622820363,886751011
6,3091100407,34866117
7,4315540540,196830659
8,4328440278,557092901
9,5096189106,353841622
10,6605012835,391344322
11,6676324164,242698880
12,7835257402,314619120
13,8252127171,245435027
14,8740637097,59293146
15,10392448482,545421934
16,10394645117,104593282
17,10560244502,48574797
18,12128676172,437760061
19,12936923711,575643151
20,14125209220,993063893
21,14603167346,221331398
22,14724850330,142173765
23,15965090819,599706185
24,16192189079,91820298
25,16890700831,68700121
26,18391492669,1255777080
27,19879524153,796261036
28,23070230696,199074287
29,25610344151,416039877
30,25896241939,1685378040
31,27301493520,1017658254
32,27475705068,426617993
33,28615052906,45322017
34,29787790804,459545014
35,29815095038,587641851
36,30787668632,932817446
37,30859582384,509309529
38,31109496279,477282049
39,33528906396,11680072
40,37056588198,826819188
41,37284952825,1669216588
42,39639211613,345355692
43,40822908587,55750265
44,41254960945,141792231
45,42783473387,318816143
46,43469831086,199613682
47,46051349833,229811482
48,48001493099,1025221219
49,48398056164,493041444
50,48445885655,260205591
51,50166262651,424008034
52,54103490883,787918135
53,55598549863,340522824
54,56223110657,274247968
55,58439603465,130090213
56,59273006268,1086877658
57,59644547687,485817267
58,60817813012,1701391904
59,61116033593,236988141
60,63758858240,336495779
61,65058659811,293564531
62,65578220769,987148169
63,65972818535,452599113
64,66959965464,1554510182
65,67682134799,429141618
66,68376477417,170863637
67,68592846494,318389799
68,68746043767,376251058
69,68816427597,678218684
70,72161881854,1025607595
71,76016749488,587568846
72,76641745838,227436882
73,76986875356,5115623
74,77060719358,525850964
75,77469450423,1460282225
76,78533697996,491979296
77,79674983872,555815221
78,80614640245,237264218
79,81315932963,558036286
80,81370333997,73719017
81,83947866037,43949667
82,84452640028,1529778131
83,84896566332,58665431
84,85695470145,1323470459
85,85961627614,229763570
86,90356823300,544086
87,90777755355,47104154
88,91184148972,274875999
89,94485165643,76588523
90,95219043245,781116570
91,95294810691,1260327324
92,96356419214,2039540948
93,97671742643,1051969230
94,98372292950,1282946025
95,98794728262,200578722
96,99041505272,412149894
97,99548962366,795485015
98,99921172279,224322393
99,100344085565,32252628
100,101411902108,676205194
101,102280310336,138864744
102,102740985286,186090140
103,102824900912,557061510
104,103771647426,1937744774
105,103850060518,634255654
106,107493181751,97798927
107,107673675790,21637129
108,107803787319,65618820
109,107920848190,337621198
110,107939646589,167438876
111,108171843286,782165926
112,108478843542,211949735
113,109275019848,1116892444
114,110701984409,367708404
115,111485294432,286445844
116,114210798305,386849313
117,114679566737,38878843
118,114896887726,150283586
119,116161683578,257288279
120,118949398411,2183166272
121,119088048268,1327050275
122,120942315161,108488083
123,122913998421,830683413
124,123420911844,486422328
125,127015344024,1229320989
126,127267513373,401419555
127,127574609397,2003001134
128,129957073406,183158238
129,131645613188,661135528
130,131886858016,986739930
131,132580906030,44029941
132,133001849313,156993761
133,134219364904,1188454964
134,135629524487,882403927
135,136785615179,375675250
136,136841672843,142797975
137,138235551217,566689978
138,139536375153,49814458
139,141054818702,1259501059
140,141564541127,245062055
141,142510497142,356486953
142,143356523104,344463074
143,144121501903,249950883
144,144863753724,348251454
145,148244265958,231287956
146,148798815856,301019800
147,148971434565,913864123
148,149476927722,91323429
149,149615461183,905235345
150,150519991896,1083980279
151,150635246200,49381313
152,150864256791,545408448
153,151175682349,618048205
154,152235993423,1607621829
155,153853826526,44248741
156,153974010661,337943668
157,154321400220,296153596
158,155564851353,533549611
159,155860316210,713667563
160,156208783750,378037042
161,156826583813,331102687
162,156836272096,533558657
163,158209457379,613853
164,158795622957,61173427
165,159107317742,1020097893
166,159839329371,1180288817
167,161183906500,22493575
168,161196393196,53020591
169,161434827969,576951096
170,162216132313,107517494
171,163192253929,1374887053
172,163262875788,339731173
173,165771058470,1221989627
174,166169693102,408297483
175,166628448187,131851761
176,167564852998,269464103
177,167640458443,302781587
178,167641346569,121087002
179,168053465492,1205332255
180,168870673768,433891595
181,171781091245,1054976638
182,173206396749,1631861726
183,175039352550,253030362
184,176507872258,43974832
185,177697545674,4230789984
186,177886574646,689503251
187,179013113494,294764824
188,181880982518,829378938
189,182919841118,140561493
190,184389878066,476192492
191,184401107662,231377448
192,184421645677,1082081342
193,185837504816,1695055329
194,186259953994,1144378783
195,186924958132,247075216
196,187200575669,276702241
197,187214856291,156824445
198,187666792014,208182672
199,188622901997,860113577
200,188785735812,596500284
